"","platform","year_of_release","genre","publisher","global_sales","critic_score","rating","developer","name","na_sales","eu_sales","jp_sales","other_sales","critic_count","user_score","user_count"
"8652","X360",2014,"Action","Activision",0.16,NA,NA,NA,"Transformer: Rise of the Dark Spark",0.09,0.06,0,0.01,NA,NA,NA
"8653","X360",2010,"Sports","Ubisoft",0.16,61,"T","Ubisoft Montreal","Shaun White Skateboarding",0.1,0.05,0,0.01,34,5.3,7
"8654","DS",2010,"Action","Namco Bandai Games",0.16,70,"T","Game Republic","Dragon Ball: Origins 2",0.05,0.01,0.08,0.01,22,NA,NA
"8655","PS",1996,"Fighting","Acclaim Entertainment",0.16,NA,NA,NA,"Psychic Force",0.01,0.01,0.13,0.01,NA,NA,NA
"8656","PS2",2004,"Shooter","Play It",0.16,32,"T","Point of View","Trigger Man",0.08,0.06,0,0.02,4,4.8,16
"8657","PS",1995,"Shooter","Sony Computer Entertainment",0.16,NA,NA,NA,"StarBlade a",0,0,0.15,0.01,NA,NA,NA
"8658","PSP",2008,"Strategy","Namco Bandai Games",0.16,NA,NA,NA,"Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui",0,0,0.16,0,NA,NA,NA
"8659","PC",2014,"Role-Playing","NCSoft",0.16,82,"T","Carbine Studios","Wildstar",0.08,0.07,0,0.01,52,7.4,965
"8660","Wii",2009,"Misc","D3Publisher",0.16,NA,"E10+","Tamsoft","Family Party: 30 Great Games Outdoor Fun",0.14,0.01,0,0.01,NA,NA,NA
"8661","GC",2003,"Sports","Electronic Arts",0.16,89,"E","EA Sports","Tiger Woods PGA Tour 2004",0.12,0.03,0,0,16,7.8,6
"8662","DS",2010,"Action","Crave Entertainment",0.16,NA,"E","Crave","Rudolph the Red-Nosed Reindeer",0.15,0,0,0.01,NA,NA,NA
"8663","PSP",2008,"Action","Activision",0.16,NA,NA,NA,"Spider-Man: Web of Shadows - Amazing Allies Edition",0.12,0.02,0,0.02,NA,NA,NA
"8664","3DS",2012,"Misc","Nintendo",0.16,NA,NA,NA,"Culdcept",0,0,0.16,0,NA,NA,NA
"8665","X360",2005,"Sports","Take-Two Interactive",0.16,72,"T","2K Sports","Amped 3",0.13,0.02,0,0.01,49,7.1,36
"8666","GBA",2001,"Racing","THQ",0.16,NA,NA,NA,"MX 2002 Featuring Ricky Carmichael",0.11,0.04,0,0,NA,NA,NA
"8667","PSP",2006,"Simulation","Rising Star Games",0.16,67,"E","ArtePiazza","Innocent Life: A Futuristic Harvest Moon",0.08,0.03,0.03,0.02,22,7.8,23
"8668","XB",2005,"Shooter","Microsoft Game Studios",0.16,NA,NA,NA,"Halo Triple Pack",0.12,0.03,0,0.01,NA,NA,NA
"8669","PS",1996,"Racing","Ubisoft",0.16,NA,NA,NA,"Street Racer",0.09,0.06,0,0.01,NA,NA,NA
"8670","DS",2007,"Puzzle","Rising Star Games",0.16,NA,NA,NA,"Bomberman Land Touch! 2",0.13,0,0.01,0.01,NA,NA,NA
"8671","GC",2002,"Sports","Sega",0.16,84,"E","Visual Concepts","NBA 2K3",0.12,0.03,0,0,11,NA,NA
"8672","3DS",2014,"Simulation","Natsume",0.16,NA,NA,NA,"Harvest Moon: The Lost Valley",0.13,0.01,0,0.02,NA,NA,NA
"8673","XB",2004,"Sports","Electronic Arts",0.16,77,"E","EA Sports","NHL 2005",0.12,0.03,0,0.01,27,6.2,11
"8674","PS2",2007,"Fighting","AQ Interactive",0.16,77,"T","Examu","Arcana Heart",0.06,0.05,0.04,0.02,12,8.1,8
"8675","PSP",2010,"Sports","Konami Digital Entertainment",0.16,NA,NA,NA,"World Soccer Winning Eleven 2010: Aoki Samurai no Chousen",0,0,0.16,0,NA,NA,NA
"8676","PS2",2003,"Shooter","Vivendi Games",0.16,66,"T","Warthog","Battlestar Galactica",0.08,0.06,0,0.02,22,6.8,6
"8677","DS",2008,"Adventure","Konami Digital Entertainment",0.16,64,"T","Tenky","Time Hollow",0.03,0.01,0.11,0,24,7.8,21
"8678","Wii",2009,"Action","Vir2L Studios",0.16,NA,"E10+","N-Fusion Interactive Entertainment Corp.","Medieval Games",0.14,0.01,0,0.01,NA,5.9,13
"8679","PSP",2011,"Role-Playing","Square Enix",0.16,NA,NA,NA,"Kingdom Hearts: Birth by Sleep - Final Mix",0,0,0.16,0,NA,NA,NA
"8680","Wii",2008,"Action","THQ",0.16,63,"E10+","THQ","Tak and the Guardians of Gross",0.14,0,0,0.01,5,8,5
"8681","Wii",2010,"Strategy","Konami Digital Entertainment",0.16,NA,NA,NA,"Yu-Gi-Oh! 5D's: Duel Transer",0.11,0.02,0.02,0.01,NA,NA,NA
"8682","X360",NA,"Action","Unknown",0.16,60,"T","Telltale Games","Jurassic Park: The Game",0.15,0,0,0.01,9,3.6,138
"8683","3DS",2012,"Role-Playing","Namco Bandai Games",0.16,NA,NA,NA,"Toriko: Gourmet Monsters!",0,0,0.16,0,NA,NA,NA
"8684","PSV",2013,"Action","Nippon Ichi Software",0.16,NA,NA,NA,"Akiba's Trip: Undead & Undressed",0.04,0.02,0.08,0.01,NA,NA,NA
"8685","PS",1996,"Action","Eidos Interactive",0.16,NA,NA,NA,"The Incredible Hulk: The Pantheon Saga",0.09,0.06,0,0.01,NA,NA,NA
"8686","PS3",2011,"Misc","Namco Bandai Games",0.16,NA,NA,NA,"The Idolm@ster 2",0,0,0.16,0,NA,NA,NA
"8687","DS",2006,"Adventure","THQ",0.16,62,"E","Artificial Mind and Movement","Monster House",0.14,0,0,0.01,14,NA,NA
"8688","PS3",2013,"Action","Tecmo Koei",0.16,68,"T","Omega Force","Dynasty Warriors 8: Xtreme Legends",0.02,0.02,0.11,0.01,4,6.8,9
"8689","Wii",2007,"Fighting","Atari",0.16,44,"E10+","Pipeworks Software, Inc.","Godzilla Unleashed",0.14,0,0,0.01,31,7.2,37
"8690","PS2",2008,"Misc","MTV Games",0.16,NA,"T","Harmonix Music Systems","AC/DC LIVE: Rock Band Track Pack",0.08,0.06,0,0.02,NA,NA,NA
"8691","3DS",2011,"Action","Marvelous Interactive",0.16,NA,NA,NA,"Senran Kagura: Sh?jo-tachi no Shinei",0,0,0.16,0,NA,NA,NA
"8692","DS",2008,"Sports","Ubisoft",0.16,NA,"E","Lexis Numerique","Ener-G Horse Riders",0.14,0.01,0,0.01,NA,NA,NA
"8693","GBA",2002,"Action","TDK Mediactive",0.16,50,"E","Taniko","He-Man: Power of Grayskull",0.11,0.04,0,0,8,NA,NA
"8694","X360",2009,"Adventure","Focus Home Interactive",0.16,62,"T","Frogwares","Sherlock Holmes vs. Jack the Ripper",0.11,0.03,0,0.01,24,6.8,14
"8695","PC",2010,"Shooter","City Interactive",0.16,55,"M","City Interactive","Sniper: Ghost Warrior",0,0.13,0,0.03,23,5.5,267
"8696","DS",2007,"Role-Playing","Success",0.16,NA,NA,NA,"Rondo of Swords (US sales)",0.16,0,0,0,NA,NA,NA
"8697","PS",2000,"Racing","Vatical Entertainment",0.16,57,"E","Vicarious Visions","Polaris SnoCross",0.09,0.06,0,0.01,6,NA,NA
"8698","PS",1996,"Action","Electronic Arts",0.16,NA,NA,NA,"Wing Commander III: Heart of the Tiger",0.09,0.06,0,0.01,NA,NA,NA
"8699","DS",2009,"Simulation","Ubisoft",0.16,NA,"E","Ubisoft","Imagine: Music Fest",0.14,0,0,0.01,NA,NA,NA
"8700","GBA",2002,"Sports","Activision",0.16,82,"E","HotGen","Mat Hoffman's Pro BMX 2",0.11,0.04,0,0,5,NA,NA
"8701","X360",2010,"Action","Ubisoft Annecy",0.16,59,"M","Koei","Fist of the North Star: Ken's Rage",0.07,0.02,0.06,0.01,38,7.3,23
"8702","X360",2009,"Action","Activision",0.16,60,"E10+","FUN Labs","Chaotic: Shadow Warriors",0.14,0,0,0.01,4,5,4
"8703","PS",1999,"Racing","Sony Computer Entertainment",0.15,NA,NA,NA,"Muppet RaceMania",0.09,0.06,0,0.01,NA,NA,NA
"8704","PS",1996,"Misc","Sony Computer Entertainment",0.15,NA,NA,NA,"Namco Museum Vol.5",0.02,0.01,0.12,0.01,NA,NA,NA
"8705","PS",1997,"Racing","BMG Interactive Entertainment",0.15,NA,NA,NA,"Courier Crisis",0.09,0.06,0,0.01,NA,NA,NA
"8706","GBA",2003,"Fighting","Namco Bandai Games",0.15,63,"E","Dimps Corporation","Digimon Battle Spirit 2",0.11,0.04,0,0,5,NA,NA
"8707","PS",1998,"Racing","Tecmo Koei",0.15,NA,NA,NA,"Winning Post 3",0,0,0.14,0.01,NA,NA,NA
"8708","DS",2009,"Misc","DTP Entertainment",0.15,NA,NA,NA,"Just Sing!",0.14,0,0,0.01,NA,NA,NA
"8709","PS2",2001,"Racing","BAM! Entertainment",0.15,38,"T","Bam Entertainment","Driven",0.08,0.06,0,0.02,10,3.4,5
"8710","3DS",2011,"Adventure","Ubisoft",0.15,60,"T","Ubisoft","James Noir's Hollywood Crimes",0.07,0.07,0,0.01,22,6.6,5
"8711","PS2",2003,"Shooter","THQ",0.15,64,"M","Kuju Entertainment","Warhammer 40,000: Fire Warrior",0.08,0.06,0,0.02,23,8.3,63
"8712","PS3",2007,"Sports","Take-Two Interactive",0.15,73,"E10+","Visual Concepts","All-Pro Football 2K8",0.14,0,0,0.01,23,7.3,21
"8713","DS",2010,"Role-Playing","Square Enix",0.15,80,"E10+","Neverland","Lufia: Curse of the Sinistrals",0.11,0,0.03,0.01,8,8,13
"8714","PS2",2001,"Misc","Codemasters",0.15,77,"T","Jester Interactive","MTV Music Generator 2",0.08,0.06,0,0.02,16,8.5,11
"8715","PS3",2012,"Role-Playing","Nippon Ichi Software",0.15,55,"T","Compile Heart, GCREST","Mugen Souls",0.04,0.02,0.08,0.01,24,7.3,35
"8716","DS",2005,"Action","Activision",0.15,78,"E10+","Vicarious Visions","Ultimate Spider-Man",0.14,0,0,0.01,17,7.7,10
"8717","PS3",2013,"Sports","Take-Two Interactive",0.15,NA,NA,NA,"Major League Baseball 2K13",0.14,0,0,0.02,NA,NA,NA
"8718","X360",2010,"Action","Konami Digital Entertainment",0.15,NA,NA,NA,"Saw II: Flesh & Blood",0.1,0.04,0,0.01,NA,NA,NA
"8719","GC",2003,"Racing","Acclaim Entertainment",0.15,89,"E","Criterion Games","Burnout 2: Point of Impact",0.12,0.03,0,0,24,8.5,18
"8720","PS2",2001,"Racing","Acclaim Entertainment",0.15,36,"E","Broadsword Interactive","Paris-Dakar Rally",0.08,0.06,0,0.02,6,3.9,15
"8721","PSP",2010,"Action","Activision",0.15,NA,"E10+","Now Production","Bakugan Battle Brawlers: Defenders of the Core",0.09,0.04,0,0.03,NA,NA,NA
"8722","PS3",2011,"Sports","Ubisoft",0.15,NA,"E","Ubisoft Vancouver","MotionSports: Adrenaline",0.08,0.05,0,0.02,NA,NA,NA
"8723","PS2",2004,"Role-Playing","Tecmo Koei",0.15,74,"T","Gust","Atelier Iris: Eternal Mana",0.08,0.06,0,0.02,38,7.7,38
"8724","XB",2004,"Platform","Microsoft Game Studios",0.15,NA,NA,NA,"Blinx 2: Masters of Time & Space",0.12,0.03,0,0.01,NA,NA,NA
"8725","PC",2011,"Shooter","Warner Bros. Interactive Entertainment",0.15,74,"M","Day 1 Studios","F.E.A.R. 3",0.04,0.08,0,0.03,34,5.9,420
"8726","DS",2007,"Misc","Ubisoft",0.15,NA,"E","Ubisoft","Chessmaster: The Art of Learning",0.12,0.03,0,0.01,NA,6.7,10
"8727","DS",2010,"Simulation","Majesco Entertainment",0.15,NA,NA,NA,"My Baby 3 & Friends",0.12,0.02,0,0.01,NA,NA,NA
"8728","GC",2005,"Platform","THQ",0.15,75,"E","Avalanche Software","Tak: The Great Juju Challenge",0.12,0.03,0,0,17,9.3,4
"8729","XOne",2014,"Misc","Disney Interactive Studios",0.15,77,"E10+","Harmonix Music Systems","Fantasia: Music Evolved",0.11,0.03,0,0.01,48,7.5,67
"8730","DS",2007,"Role-Playing","Namco Bandai Games",0.15,NA,NA,NA,"Dragon Ball Z: Harukanaru Densetsu (JP sales)",0,0,0.15,0,NA,NA,NA
"8731","GC",2002,"Sports","Electronic Arts",0.15,78,"T","EA Sports","Knockout Kings 2003",0.12,0.03,0,0,13,6.5,4
"8732","PSP",2006,"Puzzle","Konami Digital Entertainment",0.15,73,"E","Hudson","Bomberman",0.14,0,0,0.01,30,7,7
"8733","GC",2003,"Sports","Electronic Arts",0.15,89,"E","EA Sports","NCAA Football 2004",0.12,0.03,0,0,16,7.5,6
"8734","GC",2001,"Racing","Acclaim Entertainment",0.15,83,"E","Acclaim","XGIII: Extreme G Racing",0.12,0.03,0,0,21,7.8,14
"8735","PS2",2005,"Role-Playing","Atari",0.15,48,"E","Bandai","Digimon World 4",0.08,0.06,0,0.02,7,6.9,37
"8736","X360",2009,"Strategy","Sega",0.15,48,"M","Creative Assembly","Stormrise",0.11,0.03,0,0.01,36,6.8,17
"8737","DS",2010,"Simulation","THQ",0.15,NA,"E","THQ","Scripps Spelling Bee",0.14,0,0,0.01,NA,NA,NA
"8738","Wii",2011,"Sports","Take-Two Interactive",0.15,NA,"E","Visual Concepts","Major League Baseball 2K11",0.14,0,0,0.01,NA,NA,NA
"8739","DS",2007,"Adventure","Take-Two Interactive",0.15,NA,NA,NA,"Go, Diego, Go! Safari Rescue",0.14,0.01,0,0.01,NA,NA,NA
"8740","PS",1999,"Misc","Sony Computer Entertainment",0.15,NA,NA,NA,"Disney's Story Studio: Disney's Mulan",0.09,0.06,0,0.01,NA,NA,NA
"8741","2600",1982,"Action","Activision",0.15,NA,NA,NA,"Pressure Cooker",0.14,0.01,0,0,NA,NA,NA
"8742","2600",NA,"Sports","Atari",0.15,NA,NA,NA,"Home Run",0.14,0.01,0,0,NA,NA,NA
"8743","2600",1989,"Puzzle","Atari",0.15,NA,NA,NA,"Klax",0.14,0.01,0,0,NA,NA,NA
"8744","SAT",1996,"Puzzle","Sega",0.15,NA,NA,NA,"Saturn Bomberman",0,0,0.15,0,NA,NA,NA
"8745","Wii",2007,"Adventure","Electronic Arts",0.15,77,"M","EA Redwood Shores","The Godfather: Blackhand Edition",0.14,0,0,0.01,38,8.5,48
"8746","XOne",2015,"Action","Bethesda Softworks",0.15,75,NA,"MachineGames","Wolfenstein: The Old Blood",0.07,0.07,0,0.01,23,8,101
"8747","PSP",2006,"Sports","Konami Digital Entertainment",0.15,NA,NA,NA,"Jikkyou Powerful Pro Yakyuu Portable",0,0,0.15,0,NA,NA,NA
"8748","Wii",2010,"Adventure","Destineer",0.15,NA,NA,NA,"Dragon's Lair Trilogy",0.14,0,0,0.01,NA,NA,NA
"8749","3DS",2012,"Platform","Namco Bandai Games",0.15,71,"E10+","Inti Creates","Naruto: Powerful Shippuden",0.08,0.02,0.04,0.01,13,5.4,19
"8750","XB",2004,"Racing","Zoo Digital Publishing",0.15,44,"T","Creat Studios","American Chopper",0.11,0.03,0,0.01,6,5.9,9
"8751","3DS",2011,"Action","Ubisoft",0.15,56,"E10+","Ubisoft Montpellier","The Adventures of Tintin: The Game",0.05,0.09,0,0.02,8,5.7,12
"8752","X360",2013,"Action","Tecmo Koei",0.15,65,"T","Omega Force","Dynasty Warriors 8",0.09,0.05,0,0.01,21,7.5,35
"8753","Wii",2007,"Puzzle","505 Games",0.15,NA,NA,NA,"Bust-A-Move Bash!",0.13,0.01,0,0.01,NA,NA,NA
"8754","XB",2005,"Strategy","Deep Silver",0.15,78,"M","Phantagram","Kingdom Under Fire: Heroes",0.11,0.03,0,0.01,55,7.5,23
"8755","GBA",2005,"Misc",NA,0.15,NA,NA,NA,"Cartoon Network Collection: Game Boy Advance Video Special Edition",0.11,0.04,0,0,NA,NA,NA
"8756","XB",2002,"Action","Atari",0.15,53,"T","Paradigm Entertainment","The Terminator: Dawn of Fate",0.11,0.03,0,0.01,19,5.2,5
"8757","PSP",2005,"Shooter","THQ",0.15,74,"M","Planet Moon Studios","Infected",0.14,0,0,0.01,49,8.3,30
"8758","DS",2010,"Adventure","Asylum Entertainment",0.15,NA,NA,NA,"Doctor Who: Evacuation Earth",0,0.13,0,0.02,NA,NA,NA
"8759","X360",2012,"Simulation","Konami Digital Entertainment",0.15,77,"T","Gaijin Entertainment","Birds of Steel",0.11,0.03,0,0.01,18,8.9,18
"8760","X360",2009,"Racing","THQ",0.15,54,"E","Incinerator Games","Cars: Race-O-Rama",0.14,0.01,0,0.01,8,5.8,5
"8761","GC",2005,"Platform","THQ",0.15,NA,NA,NA,"Scooby-Doo! Unmasked",0.12,0.03,0,0,NA,NA,NA
"8762","3DS",2015,"Misc","Square Enix",0.15,NA,NA,NA,"Theatrhythm Dragon Quest",0,0,0.15,0,NA,NA,NA
"8763","PS",1998,"Racing","GT Interactive",0.15,NA,NA,NA,"Streak: Hoverboard Racing",0.09,0.06,0,0.01,NA,NA,NA
"8764","PS3",2007,"Sports","Electronic Arts",0.15,81,"E","EA Canada","NBA Street Homecourt",0.12,0.01,0,0.02,31,6.5,16
"8765","PC",2012,"Action","Nordic Games",0.15,81,"M","Vigil Games","Darksiders II",0.03,0.1,0,0.02,23,7.8,653
"8766","PS2",2005,"Racing","Konami Digital Entertainment",0.15,70,"E","Konami","Enthusia Professional Racing",0.07,0.06,0,0.02,43,7.6,17
"8767","PC",2011,"Racing","Codemasters",0.15,86,"T","Codemasters","DiRT 3",0,0.13,0,0.03,23,6.9,433
"8768","PS2",2000,"Sports","Sony Computer Entertainment",0.15,57,"E","989 Sports","NCAA GameBreaker 2001",0.07,0.06,0,0.02,9,NA,NA
"8769","PSV",2014,"Role-Playing","Nippon Ichi Software",0.15,NA,NA,NA,"Disgaea 4: A Promise Unforgotten",0.03,0.03,0.08,0.02,NA,NA,NA
"8770","PS2",2004,"Misc","Eidos Interactive",0.15,49,"T","Artificial Mind and Movement","Get On Da Mic",0.07,0.06,0,0.02,29,6.3,7
"8771","WiiU",2012,"Action","THQ",0.15,85,"M","Vigil Games","Darksiders II",0.07,0.07,0,0.01,36,8.2,153
"8772","Wii",2010,"Shooter","Neko Entertainment",0.15,NA,"T","Neko Entertainment","Gunslingers",0.07,0.06,0,0.02,NA,NA,NA
"8773","GC",2004,"Shooter","Global Star",0.15,56,"T","3DO","Army Men: Sarge's War",0.12,0.03,0,0,11,6.7,7
"8774","PSP",2011,"Adventure","Kadokawa Shoten",0.15,NA,NA,NA,"Amagami",0,0,0.15,0,NA,NA,NA
"8775","PS2",2009,"Sports","Konami Digital Entertainment",0.15,NA,NA,NA,"Jikkyou Powerful Pro Yakyuu 2009",0,0,0.15,0,NA,NA,NA
"8776","Wii",2008,"Misc","Activision",0.15,NA,"E10+","Activision","Block Party",0.14,0,0,0.01,NA,2.8,4
"8777","Wii",2009,"Sports","Activision",0.15,NA,"E","Now Production","Little League World Series Baseball 2009",0.14,0,0,0.01,NA,NA,NA
"8778","SAT",1997,"Strategy","Sega",0.15,NA,NA,NA,"Kidou Senkan Nadesico",0,0,0.15,0,NA,NA,NA
"8779","PS3",2008,"Sports","Midway Games",0.15,62,NA,NA,"Blitz: The League II",0.11,0.02,0,0.02,25,7.5,15
"8780","Wii",2009,"Misc","Activision",0.15,NA,"E","Activision","Arcade Zone",0.14,0,0,0.01,NA,NA,NA
"8781","X360",2006,"Shooter","Microsoft Game Studios",0.15,64,"T","Game Arts, Seta Corporation","Project Sylpheed: Arc of Deception",0.12,0.01,0.02,0.01,45,8.6,24
"8782","DS",2009,"Racing","Zoo Digital Publishing",0.15,26,"E","Destination Software","Bigfoot: Collision Course",0.14,0,0,0.01,4,NA,NA
"8783","GC",2003,"Platform","Konami Digital Entertainment",0.15,61,"E","Konami","Frogger's Adventures: The Rescue",0.12,0.03,0,0,4,NA,NA
"8784","PS3",2009,"Sports","Take-Two Interactive",0.15,66,"E10+","Take-Two Interactive","NHL 2K10",0.13,0.01,0,0.01,23,7.1,8
"8785","Wii",2010,"Sports","D3Publisher",0.15,NA,"E10+","Tamsoft","Family Party: Fitness Fun",0.14,0,0,0.01,NA,NA,NA
"8786","PS2",2009,"Action","D3Publisher",0.15,NA,"E10+","High Voltage Software","The Secret Saturdays: Beasts of the 5th Sun",0.05,0.02,0,0.08,NA,NA,NA
"8787","PSP",2010,"Misc","Ubisoft",0.15,NA,"E10+","Ubisoft","Michael Jackson: The Experience",0.11,0.03,0,0.02,NA,6.2,6
"8788","PS2",2008,"Sports","Konami Digital Entertainment",0.15,67,"E","Konami","MLB Power Pros 2008",0.05,0.04,0.05,0.01,9,8.5,8
"8789","DS",2010,"Action","Disney Interactive Studios",0.15,NA,"E","Altron","Sonny with a Chance",0.12,0.02,0,0.01,NA,NA,NA
"8790","GBA",2005,"Adventure","THQ",0.15,NA,NA,NA,"The Fairly Odd Parents: Clash with the Anti-World",0.11,0.04,0,0,NA,NA,NA
"8791","DS",2007,"Puzzle","White Park Bay Software",0.15,77,"E","Magellan Interactive","WordJong",0.13,0.01,0,0.01,9,7.7,9
"8792","PS3",2013,"Role-Playing","Nippon Ichi Software",0.15,65,"T","Aqua Plus","Tears to Tiara II: Heir of the Overlord",0.07,0.01,0.06,0.02,18,8.7,41
"8793","DS",2009,"Puzzle","D3Publisher",0.15,75,"E10+","Infinite Interactive","Puzzle Quest: Galactrix",0.14,0,0,0.01,33,6.7,6
"8794","Wii",2012,"Action","Activision",0.15,NA,NA,NA,"The Amazing Spider-Man (Console Version)",0.1,0.04,0,0.01,NA,NA,NA
"8795","X360",2011,"Platform","THQ",0.15,77,"E10+","Blue Tongue Entertainment","de Blob 2",0.1,0.04,0,0.01,54,7.5,23
"8796","PS",2000,"Action","Activision",0.15,30,"E","Paradox Development","Disney's The Lion King: Simba's Mighty Adventure",0.08,0.06,0,0.01,5,6.9,9
"8797","PSV",2014,"Action","Namco Bandai Games",0.15,NA,NA,NA,"Gundam Breaker 2",0,0,0.15,0,NA,NA,NA
"8798","DS",2010,"Sports","Take-Two Interactive",0.15,NA,"E","Powerhead Games","Major League Baseball 2K10",0.14,0,0,0.01,NA,NA,NA
"8799","Wii",2007,"Action","Tecmo Koei",0.15,53,"T","Koei, Omega Force","Samurai Warriors: Katana",0.11,0,0.04,0.01,30,6.8,6
"8800","PS3",2008,"Sports","Sony Computer Entertainment",0.15,63,"E","SCEA San Diego Studios","NBA 09: The Inside",0.14,0,0,0.01,17,5.1,7
"8801","PSP",2012,"Action","Konami Digital Entertainment",0.15,NA,NA,NA,"Jikkyou Powerful Pro Yakyuu 2012",0,0,0.15,0,NA,NA,NA
"8802","PSP",2005,"Role-Playing","Sony Computer Entertainment",0.15,72,"T","Climax Entertainment","Kingdom of Paradise",0.14,0,0,0.01,38,7.5,19
"8803","SAT",1997,"Fighting","Sega",0.15,NA,NA,NA,"All Japan Pro Wrestling featuring Virtua",0,0,0.15,0,NA,NA,NA
"8804","PSP",2009,"Fighting","Namco Bandai Games",0.15,60,"T","Racjin","Naruto Shippuden: Legends: Akatsuki Rising",0.14,0,0,0.01,15,6.2,10
"8805","X360",2010,"Action","THQ",0.15,55,"E10+","THQ","Marvel Super Hero Squad: The Infinity Gauntlet",0.12,0.02,0,0.01,10,6.3,6
"8806","SNES",1996,"Role-Playing","SquareSoft",0.15,NA,NA,NA,"Rudra no Hihou",0,0,0.15,0,NA,NA,NA
"8807","DS",2007,"Fighting","Sega",0.15,82,"T","Treasure","Bleach: Dark Souls",0.12,0.02,0,0.01,28,7.9,14
"8808","DS",2009,"Racing","Activision",0.15,NA,"E10+","Virtuos","Hot Wheels: Battle Force 5",0.12,0.02,0,0.01,NA,NA,NA
"8809","GBA",2003,"Action","Ubisoft",0.15,75,"T","Ubisoft Montreal","Prince of Persia: The Sands of Time",0.11,0.04,0,0,25,8.8,5
"8810","GC",2003,"Action","Tomy Corporation",0.15,NA,"T","Tomy Corporation","Zoids: Battle Legends",0.12,0.03,0,0,NA,8.1,14
"8811","DS",2006,"Platform","Vivendi Games",0.15,NA,"E","Amaze Entertainment","Ice Age 2: The Meltdown",0.13,0.01,0,0.01,NA,NA,NA
"8812","DS",2010,"Action","Ubisoft",0.15,57,"E10+","Ubisoft Casablanca","Prince of Persia: The Forgotten Sands",0.14,0.01,0,0.01,7,6.3,6
"8813","XB",2003,"Sports","Sega",0.15,89,"E","Blue Shift","World Series Baseball 2K3",0.11,0.03,0,0.01,22,8.6,14
"8814","PSV",2015,"Role-Playing","Nihon Falcom Corporation",0.15,NA,NA,NA,"Tokyo Xanadu",0,0,0.15,0,NA,NA,NA
"8815","XB",2002,"Shooter","Take-Two Interactive",0.15,75,"M","Croteam","Serious Sam",0.11,0.03,0,0.01,22,8.2,16
"8816","DS",2005,"Puzzle","Ubisoft",0.15,75,"E","Racjin","Bomberman",0.1,0.01,0.03,0.01,30,7,12
"8817","PS",1997,"Adventure","Sony Computer Entertainment",0.15,NA,NA,NA,"Kowloon's Gate",0,0,0.14,0.01,NA,NA,NA
"8818","GC",2005,"Action","Capcom",0.15,74,"M","Grasshopper Manufacture","Killer7",0.12,0.03,0,0,57,8.5,64
"8819","GC",2006,"Platform","Sega",0.15,51,"E","TT Games","Super Monkey Ball Adventure",0.12,0.03,0,0,24,7.2,9
"8820","PS",2001,"Sports","Electronic Arts",0.15,81,"E","EA Sports","FIFA Soccer 2002",0.08,0.06,0,0.01,8,6.4,5
"8821","XB",2004,"Fighting","Capcom",0.15,79,"T","Capcom","Street Fighter Anniversary Collection",0.11,0.03,0,0.01,33,6.4,9
"8822","PS3",2015,"Action","Namco Bandai Games",0.15,NA,NA,NA,"3rd Super Robot Wars Z: Tengoku-Hen",0,0,0.15,0,NA,NA,NA
"8823","PSP",2007,"Adventure","Namco Bandai Games",0.15,NA,NA,NA,"Suzumiya Haruhi no Yakusoku",0,0,0.15,0,NA,NA,NA
"8824","XB",2004,"Shooter","Atari",0.15,61,"T","Zombie","Shadow Ops: Red Mercury",0.11,0.03,0,0.01,45,6.1,14
"8825","PS2",2005,"Adventure","Atari",0.15,83,"M","Quantic Dream","Indigo Prophecy",0.07,0.06,0,0.02,47,7.8,104
"8826","X360",2005,"Sports","Electronic Arts",0.15,62,"E","EA Canada","FIFA 06: Road to FIFA World Cup",0.11,0.02,0.01,0.01,39,6,34
"8827","SNES",1991,"Sports","Imagineer",0.15,NA,NA,NA,"World League Soccer",0,0,0.15,0,NA,NA,NA
"8828","PS2",2001,"Sports","Sony Computer Entertainment",0.15,54,"E","989 Sports","NBA ShootOut 2001",0.07,0.06,0,0.02,12,NA,NA
"8829","X360",2007,"Role-Playing","Square Enix",0.15,NA,"T","Square Enix","Final Fantasy XI: Vana'diel Collection 2008",0.13,0,0.01,0.01,NA,NA,NA
"8830","DS",2009,"Simulation","City Interactive",0.15,NA,"E","City Interactive","Farm Frenzy: Animal Country",0.13,0.01,0,0.01,NA,NA,NA
"8831","Wii",2011,"Misc","Nordic Games",0.15,NA,"T","Le Cortex","We Sing UK Hits",0,0.13,0,0.02,NA,NA,NA
"8832","PS2",2008,"Fighting","Ignition Entertainment",0.15,NA,"T","SNK Playmore","Samurai Shodown Anthology",0.07,0.06,0,0.02,NA,NA,NA
"8833","PS2",2005,"Role-Playing","Atari",0.15,64,"T","Square Enix","Musashi: Samurai Legend",0.07,0.06,0,0.02,47,8.9,9
"8834","DS",2010,"Misc","Game Factory",0.15,NA,"E","The Game Factory","Build-A-Bear Workshop: Welcome to Hugsville",0.14,0,0,0.01,NA,NA,NA
"8835","PSV",2014,"Action","Warner Bros. Interactive Entertainment",0.15,NA,"E10+","TT Games","LEGO The Hobbit",0.02,0.09,0,0.03,NA,2.5,13
"8836","Wii",2011,"Simulation","Crave Entertainment",0.15,NA,NA,NA,"The Oregon Trail",0.14,0,0,0.01,NA,NA,NA
